frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
407,470.0,[2255.7650339755833 913.1930879069399 3001.121792209365 1803.7811363786518],[2577.587158203125 1587.2601318359375 2739.142822265625 1672.471923828125],0.5753549337387085,0,0
407,345.0,[1234.1810929063604 966.1278445766509 1708.5947700872293 1414.2176286987494],[1434.1011962890625 1237.3045654296875 1544.0428466796875 1334.315673828125],0.4925035536289215,0,0
408,380.0,[676.7809458764094 1620.2971725583186 1415.1001844868765 2162.606743279693],[923.378173828125 2050.6494140625 1133.795654296875 2138.845703125],0.6517544984817505,0,0
408,470.0,[2264.0736882617257 914.2921581542662 3009.8600930104367 1811.387971330834],[2578.03955078125 1594.682373046875 2751.560546875 1682.031005859375],0.5486235022544861,0,0
408,345.0,[1234.1392182151062 966.4722336018085 1709.2283758199915 1415.843107744739],[1434.402099609375 1237.739501953125 1543.0250244140625 1327.0345458984375],0.3337191045284271,0,0
409,380.0,[670.1467782077247 1626.5122067233992 1409.993436787417 2162.2574656640722],[919.2594604492188 2055.3173828125 1128.9022216796875 2151.90478515625],0.6941554546356201,0,0
409,527.0,[2266.8160883446108 910.6709034681808 3011.0634609761255 1819.4054284996619],[2581.924072265625 1602.02490234375 2758.564453125 1691.19287109375],0.571723222732544,BG65USJ,0.5605140737241736
410,380.0,[665.6365892945264 1631.4501794569956 1409.7681954507075 2160.79401619625],[910.673095703125 2061.869384765625 1126.3966064453125 2152.92138671875],0.701654851436615,0,0
410,527.0,[2265.5236898230105 913.8064578934338 3004.4224031253934 1824.6792335344815],[2580.71337890625 1608.5025634765625 2753.176025390625 1693.499755859375],0.5886453986167908,0,0
411,380.0,[665.8162207105272 1639.2251724938546 1410.3779700235257 2160.9509814152866],[905.384765625 2068.837158203125 1118.0950927734375 2160.0],0.7550480365753174,AV08HVF,0.5818610483192034
411,527.0,[2258.002242471532 920.4199303750643 3000.447066998129 1840.9019561533219],[2577.512939453125 1608.580810546875 2758.655517578125 1698.878173828125],0.6291549801826477,0,0
412,380.0,[662.5595604854827 1648.1528381189182 1407.8431678062277 2161.847851603362],[901.0054321289062 2077.77392578125 1100.1470947265625 2160.0],0.6962127089500427,0,0
412,527.0,[2273.2615582249814 926.0973061739583 3007.562466301061 1847.0550060720157],[2577.10791015625 1619.667236328125 2750.938720703125 1706.9429931640625],0.6275732517242432,BG65USJ,0.7750635491885143
413,527.0,[2277.164197850994 926.6229172324612 3008.919420804635 1850.513381342506],[2579.523193359375 1620.3116455078125 2757.37353515625 1708.6622314453125],0.6025826334953308,BG65USJ,0.6664498394622149
413,380.0,[656.8849265484523 1655.3358154842201 1405.9736396327548 2161.2768029597873],[907.4598999023438 2093.095458984375 1113.06787109375 2160.0],0.42110884189605713,AV08HVF,0.45576619455511297
414,527.0,[2278.9295384514653 927.738805194045 3009.1898597366207 1852.4908908278792],[2583.443603515625 1630.8497314453125 2758.72412109375 1716.3922119140625],0.6191355586051941,0,0
414,380.0,[653.0129235062498 1663.1785850167819 1403.441298589534 2160.015909810147],[900.2448120117188 2098.73291015625 1106.2020263671875 2160.0],0.5696123838424683,0,0
415,527.0,[2286.04235634871 930.1920586501012 3013.885555528096 1858.8731090260346],[2582.581787109375 1634.54296875 2759.67041015625 1724.1793212890625],0.6535166501998901,0,0
415,331.0,[1004.1823699554786 1254.436894019119 1519.8578108331956 1617.7127588898027],[1175.933349609375 1492.5389404296875 1323.7061767578125 1570.1815185546875],0.28331777453422546,0,0
416,527.0,[2291.599562710777 931.8436516975787 3017.98034785876 1862.3722806233652],[2584.89013671875 1645.021484375 2749.22509765625 1721.721435546875],0.5635966062545776,0,0
418,345.0,[1213.3265032844326 985.0746433313883 1700.6382820176825 1443.5717930747492],[1419.7568359375 1262.3323974609375 1527.5855712890625 1346.8714599609375],0.29052960872650146,0,0
419,345.0,[1205.6876443585156 988.2509659030667 1695.896346222797 1445.5439129363845],[1418.613037109375 1261.214111328125 1524.26416015625 1345.03466796875],0.3317265808582306,0,0
420,527.0,[2297.1784962713327 957.9605967039906 3025.5234711320873 1902.4672587207856],[2582.625 1665.6829833984375 2767.5146484375 1752.3350830078125],0.584126353263855,0,0
420,331.0,[994.3552164084377 1262.6947371552653 1510.6448460840825 1634.2849285546756],[1155.9400634765625 1512.7880859375 1318.30810546875 1601.81982421875],0.3666222095489502,0,0
420,345.0,[1206.2440537944706 991.3254830268329 1696.6173179401278 1447.7759650346793],[1401.932861328125 1254.9705810546875 1525.2694091796875 1348.390625],0.3605692684650421,0,0
421,527.0,[2299.1056096189027 961.5483958224474 3025.62442244358 1908.836950385077],[2585.135009765625 1673.627685546875 2772.952880859375 1761.2117919921875],0.6306340098381042,BG65USJ,0.3862878827779716
421,331.0,[992.6533599094353 1266.1862588687309 1509.5114642266847 1639.1037609941013],[1147.490966796875 1516.3330078125 1307.267333984375 1607.479248046875],0.36670759320259094,0,0
421,345.0,[1200.8739332529271 990.8821927432241 1692.91119312795 1448.4385725258649],[1414.204833984375 1270.9830322265625 1526.797119140625 1373.382568359375],0.30190810561180115,0,0
422,527.0,[2301.519735748877 964.4420167716212 3027.4372342431807 1915.6586015075686],[2586.033935546875 1678.9674072265625 2769.107177734375 1766.0750732421875],0.6288136839866638,BG65USJ,0.5360516020760594
423,527.0,[2298.0659622557982 969.5557219942851 3029.22273237946 1928.4433272927445],[2585.769287109375 1681.664794921875 2765.3759765625 1767.32958984375],0.6404568552970886,BG65USJ,0.8378089251768212
423,345.0,[1197.7534070916854 988.2999077362728 1692.2478806222034 1453.2362509249617],[1416.4765625 1283.3837890625 1528.4498291015625 1378.82421875],0.3406129777431488,0,0
424,527.0,[2280.259226422665 974.542150424272 3024.552792936438 1937.5293631606967],[2583.191162109375 1691.5902099609375 2768.126953125 1782.5987548828125],0.653095006942749,0,0
424,345.0,[1197.5370315187317 989.022717306661 1692.9231354901738 1457.1340574448573],[1403.7037353515625 1275.248046875 1530.3321533203125 1370.2025146484375],0.4541236162185669,0,0
425,527.0,[2285.680436581922 974.6152207544251 3033.375349333382 1943.7510125300491],[2581.899169921875 1694.935302734375 2768.004638671875 1787.14208984375],0.6501321196556091,BG65USJ,0.4620307233297001
425,345.0,[1197.3183962712565 988.9306599495154 1694.4607308742102 1460.5874180640092],[1411.6246337890625 1279.1279296875 1527.9451904296875 1370.8834228515625],0.4632704257965088,0,0
426,527.0,[2298.3338091607334 979.4754576218479 3045.545963090384 1956.0418811435375],[2585.741455078125 1702.092529296875 2769.753662109375 1793.8946533203125],0.6644549369812012,0,0
426,345.0,[1197.5258787969876 989.7149542854397 1695.828240356421 1463.6671264749486],[1414.020751953125 1284.381103515625 1523.1263427734375 1371.643310546875],0.47511523962020874,0,0
427,527.0,[2305.1503806408077 981.2630941933053 3049.786742094336 1963.534108838296],[2582.335693359375 1710.923583984375 2769.7265625 1797.090087890625],0.5907641053199768,0,0
427,345.0,[1196.721782655549 990.0567550432324 1695.6750734578343 1467.104603045127],[1405.97509765625 1287.572509765625 1516.6737060546875 1366.291015625],0.45777344703674316,0,0
428,527.0,[2309.476778691867 981.9519973643951 3055.51927784992 1970.241370541215],[2588.41259765625 1714.1943359375 2772.731689453125 1804.6341552734375],0.6167731285095215,0,0
428,345.0,[1195.2632236591326 989.356500590331 1693.9395146940474 1468.2250329687686],[1387.044189453125 1285.4166259765625 1517.6708984375 1367.7781982421875],0.37933704257011414,0,0
429,527.0,[2312.5065023195943 984.1738663006221 3061.4041529599513 1976.3263169516013],[2589.158203125 1726.6783447265625 2776.348388671875 1810.900634765625],0.6288994550704956,0,0
429,345.0,[1196.0742162671525 990.729549890571 1693.4309271458326 1472.6615066161376],[1394.343505859375 1288.2733154296875 1519.4285888671875 1370.4276123046875],0.5267685651779175,0,0
429,331.0,[972.5041679539145 1288.1858709541073 1496.0754177601489 1666.0179005550447],[1142.4404296875 1544.9337158203125 1292.1717529296875 1624.5919189453125],0.25258368253707886,NA54KGJ,0.17747794490619248
430,527.0,[2316.632274818372 990.5203866351405 3071.434517507332 1983.260613413758],[2593.802490234375 1731.13037109375 2777.2470703125 1816.17333984375],0.6360988020896912,0,0
430,345.0,[1194.725903268778 992.6058129105611 1693.227251650705 1476.2008546854202],[1400.9705810546875 1289.3065185546875 1521.0794677734375 1368.1138916015625],0.5054706931114197,0,0
431,527.0,[2321.4454877217077 994.2357808557316 3088.273638887267 1989.0917823833934],[2589.29296875 1737.9613037109375 2775.187744140625 1822.0968017578125],0.6077263355255127,0,0
431,345.0,[1193.6275571889619 992.8924532381891 1692.6062484289164 1478.1575343051593],[1406.4521484375 1292.771484375 1519.774658203125 1371.95849609375],0.4111102819442749,0,0
432,527.0,[2318.6156314924924 998.034282164299 3092.090091667002 1993.8634998747139],[2591.00537109375 1742.7210693359375 2781.18994140625 1829.7364501953125],0.661223292350769,0,0
432,345.0,[1192.43445555414 993.8904577348062 1692.4753208335121 1479.8478687834836],[1392.59326171875 1298.095458984375 1517.6553955078125 1374.83056640625],0.41911035776138306,0,0
433,527.0,[2309.3050384984567 1003.605588461458 3088.2863400727033 1999.3749970079193],[2591.0244140625 1749.52880859375 2784.535400390625 1836.979248046875],0.650367021560669,BG65USJ,0.5733163468769835
433,345.0,[1185.106644853583 996.3461909206685 1689.6213536150672 1482.3492515704056],[1377.052001953125 1300.8834228515625 1519.029052734375 1379.779541015625],0.40770095586776733,0,0
434,556.0,[2311.4343094922942 993.4999404674322 3103.3418035894756 2000.469448434134],[2590.129638671875 1754.6533203125 2781.439697265625 1839.771728515625],0.6068254709243774,BG65USJ,0.5911875288933603
434,345.0,[1181.784893377744 998.846912687 1689.3895766961632 1484.7555724693184],[1369.209228515625 1297.159423828125 1515.9188232421875 1378.824462890625],0.41327759623527527,0,0
435,556.0,[2303.473894033982 996.1033995720682 3107.9883173075077 2008.1517008405986],[2595.02734375 1764.3555908203125 2783.998046875 1849.9859619140625],0.6151244044303894,0,0
435,345.0,[1182.9205407122865 999.4869521751251 1691.1132134031384 1486.0625092946957],[1364.110595703125 1296.3812255859375 1521.267333984375 1391.665771484375],0.5452739000320435,0,0
436,556.0,[2301.7784514122277 1002.5640669295935 3088.5944373610564 2004.1312003430048],[2595.31591796875 1774.29638671875 2779.69287109375 1854.324462890625],0.6301872730255127,0,0
436,345.0,[1182.2541479465656 1002.8737083135692 1691.4797331751522 1490.2464856028294],[1379.451904296875 1303.5941162109375 1519.151123046875 1393.0096435546875],0.40191078186035156,0,0
437,556.0,[2301.3151291772288 1002.4515929410029 3097.2195966928425 2006.8174631416884],[2594.7568359375 1771.2884521484375 2785.140380859375 1860.9013671875],0.6601746082305908,0,0
437,345.0,[1181.0215347875076 1003.5413331377783 1691.3626200846704 1492.028654603205],[1377.15966796875 1305.3172607421875 1506.605712890625 1396.239013671875],0.4812600016593933,0,0
438,556.0,[2300.0458168491077 1006.5060165823661 3102.283231705399 2012.5975616562405],[2592.3251953125 1787.770751953125 2784.255615234375 1878.156005859375],0.6423314213752747,BC65USJ,0.6994723269267952
438,345.0,[1179.1634204023821 1009.3450966753664 1693.307662067812 1496.7419802232391],[1369.480224609375 1307.0841064453125 1498.0579833984375 1391.1778564453125],0.5152040123939514,0,0
439,556.0,[2292.5545214761014 1012.1492581424594 3102.784807323398 2027.1929667227641],[2592.6259765625 1788.7470703125 2786.591796875 1882.417236328125],0.6743138432502747,BG65USJ,0.5153707550947227
439,345.0,[1176.1276203801185 1012.7634096845815 1692.9720278111831 1497.1361720343155],[1376.390625 1302.5335693359375 1502.62939453125 1389.1607666015625],0.5695478916168213,0,0
440,556.0,[2295.983486542371 1016.7225628487338 3103.473204393792 2037.3008322743733],[2591.736328125 1798.2890625 2786.62646484375 1886.558349609375],0.6723025441169739,0,0
440,345.0,[1175.0889705228833 1013.1289301457396 1692.302258603495 1499.1095698514691],[1377.8310546875 1305.60400390625 1502.814453125 1392.3004150390625],0.556724488735199,0,0
441,556.0,[2303.482121819889 1024.6892524029552 3108.1204423327204 2049.5154739317804],[2588.956298828125 1801.158447265625 2783.37109375 1890.5003662109375],0.6436859369277954,BG65USJ,0.7909773745342985
441,345.0,[1172.6961163443925 1016.972075464017 1689.340774911324 1503.292849996506],[1377.4190673828125 1310.2188720703125 1500.554931640625 1406.14306640625],0.44747647643089294,0,0
442,556.0,[2303.108162599081 1029.57378269416 3113.9059638310737 2059.91523592104],[2592.011962890625 1811.3499755859375 2788.19921875 1904.1536865234375],0.6664451360702515,BC65USJ,0.6739370485869424
442,345.0,[1171.1789196455975 1022.7311034272291 1688.271505259545 1509.2565450784734],[1365.680419921875 1320.8704833984375 1504.2476806640625 1416.1124267578125],0.485445111989975,0,0
443,556.0,[2302.179295663881 1033.0104213793563 3109.919951480596 2064.5882757036034],[2591.984375 1821.0736083984375 2787.371337890625 1910.6671142578125],0.6527369022369385,0,0
443,345.0,[1171.0504282460029 1025.8389902081833 1687.528936153406 1511.9462609743175],[1355.3729248046875 1317.17626953125 1502.994140625 1412.8170166015625],0.5267347097396851,0,0
444,556.0,[2300.2819545626235 1039.196504427238 3104.087318409879 2073.5673557230866],[2592.87158203125 1820.49755859375 2791.852294921875 1913.716552734375],0.6653376817703247,0,0
444,345.0,[1169.649871461936 1030.6264680479198 1687.294187747254 1516.287751752443],[1370.9483642578125 1328.1441650390625 1497.63427734375 1419.3485107421875],0.47062888741493225,0,0
444,331.0,[930.8487165424342 1339.5239019542598 1469.898396858505 1736.0010533722814],[1103.0804443359375 1601.647705078125 1276.3468017578125 1700.403076171875],0.3681947588920593,NA54KGJ,0.3091263113776371
445,556.0,[2304.9048193345325 1041.543579791778 3114.2123175694296 2083.591776107658],[2592.739013671875 1835.4873046875 2793.863525390625 1927.05908203125],0.6828786134719849,0,0
445,345.0,[1167.8075214293071 1036.4886776944404 1686.2242446743326 1520.1265037114285],[1354.4029541015625 1321.5191650390625 1501.509765625 1422.33154296875],0.4559960961341858,0,0
446,556.0,[2306.2646337586148 1043.9017674034556 3120.519949423907 2090.736996639029],[2597.161865234375 1838.8267822265625 2789.515869140625 1933.6790771484375],0.6658629179000854,0,0
446,345.0,[1167.4303090641938 1039.3648660511153 1686.8515263848203 1522.4685730966003],[1347.4461669921875 1326.83837890625 1500.0107421875 1424.0694580078125],0.5220948457717896,0,0
447,556.0,[2297.032021780422 1047.2704158043803 3108.891801730603 2099.7368708075423],[2591.59033203125 1848.27685546875 2790.69482421875 1936.927734375],0.653721272945404,0,0
447,345.0,[1165.1847941306141 1041.0827780448983 1685.840680517866 1525.729454409294],[1341.0916748046875 1326.3885498046875 1491.193359375 1418.0848388671875],0.4489365220069885,0,0
448,556.0,[2297.825098024118 1049.775624253466 3121.597836648242 2106.0248997987187],[2595.88916015625 1858.2620849609375 2793.6416015625 1950.172607421875],0.6604573130607605,0,0
448,345.0,[1162.2601472835358 1043.9061530227905 1686.3533003051589 1529.2493893000333],[1331.328857421875 1333.1971435546875 1495.879150390625 1422.0260009765625],0.6073299050331116,0,0
449,556.0,[2295.3746794698463 1050.998190697108 3129.6638764272866 2112.160441593928],[2596.108154296875 1860.603515625 2792.331298828125 1952.067626953125],0.6666877865791321,0,0
449,345.0,[1158.7890211117028 1045.1273359646177 1685.354399604381 1531.4447539256896],[1334.3076171875 1336.4443359375 1496.66796875 1426.8369140625],0.5756106972694397,0,0
450,556.0,[2300.871381713509 1054.0649416707388 3138.1976407771913 2117.8973418073206],[2594.475341796875 1865.8916015625 2791.3525390625 1962.9140625],0.6903790235519409,BG65USJ,0.9199042136293786
450,345.0,[1157.346635502804 1047.4576359605176 1688.2482552063802 1534.4223483973615],[1328.6939697265625 1339.220947265625 1492.449951171875 1425.6251220703125],0.5341708064079285,0,0
451,556.0,[2303.0203002581593 1062.068118541637 3140.1929306257007 2127.4575702590228],[2592.153076171875 1882.3150634765625 2792.710693359375 1973.417724609375],0.6974437236785889,BC65USJ,0.5621392826648146
451,345.0,[1156.8527509707474 1045.25053715082 1689.6013538966918 1536.3186808380729],[1334.0635986328125 1345.0191650390625 1490.6492919921875 1433.8359375],0.5695549249649048,0,0
452,556.0,[2293.5340513089945 1064.6005798147833 3132.0865784605244 2132.1508719165986],[2591.282958984375 1888.6510009765625 2793.45556640625 1979.5870361328125],0.6888110041618347,0,0
452,345.0,[1154.219808254847 1043.7263343656302 1688.7970563279036 1538.907381060755],[1334.2900390625 1348.4755859375 1492.465576171875 1433.73681640625],0.47695356607437134,0,0
452,331.0,[903.4131295549182 1369.8052398214163 1455.438501040861 1773.118050349935],[1088.589599609375 1638.3233642578125 1249.9263916015625 1722.66650390625],0.43145832419395447,0,0
453,556.0,[2287.2896081335757 1068.161256379436 3126.531499545011 2138.0339574465684],[2592.1884765625 1895.0611572265625 2795.14404296875 1986.29638671875],0.6806508898735046,BC65USJ,0.52997204077211
453,345.0,[1152.1384350665483 1048.3082630724211 1687.3587180459106 1545.154097511108],[1346.27880859375 1346.5826416015625 1497.12109375 1436.7899169921875],0.5662693977355957,0,0
454,556.0,[2287.0132032541637 1073.9361153366194 3130.96624758641 2144.8136715697688],[2590.374755859375 1904.950927734375 2798.268310546875 1999.94677734375],0.6827837228775024,BG65USJ,0.45968439437933123
454,345.0,[1151.0762706936616 1050.4443183119631 1687.2313686004018 1549.4377537175062],[1321.35546875 1347.9910888671875 1492.3521728515625 1442.99609375],0.6659481525421143,0,0
455,345.0,[1151.0169364824762 1051.2911982390879 1688.9873440940485 1551.8884435301038],[1319.9033203125 1350.653076171875 1488.049072265625 1440.3883056640625],0.678942084312439,0,0
455,556.0,[2287.311249905025 1081.2839781526743 3131.8852551950367 2149.9399396591334],[2590.62451171875 1906.6171875 2798.93359375 1997.91064453125],0.6721168756484985,0,0
456,556.0,[2268.48481813577 1086.711992728268 3116.256125835487 2153.464178893814],[2593.7900390625 1915.922607421875 2802.585205078125 2011.002685546875],0.7120479345321655,0,0
456,345.0,[1145.6284135792612 1051.8130890702369 1685.4240851193304 1554.619567654168],[1328.0169677734375 1356.8558349609375 1477.5120849609375 1435.3447265625],0.5676416158676147,0,0
457,345.0,[1143.8482382611965 1054.6003147154527 1684.661870894014 1558.2732176359139],[1312.56298828125 1356.572509765625 1485.1529541015625 1451.918701171875],0.5841854810714722,0,0
458,345.0,[1141.87297598664 1059.2232393863555 1681.9708608732744 1563.6020327745173],[1326.66650390625 1356.7349853515625 1482.3218994140625 1450.52197265625],0.5064517855644226,0,0
459,591.0,[2267.3910153185166 1104.667928017943 3142.4126016462346 2148.515440328446],[2591.065673828125 1940.073486328125 2813.020263671875 2039.76416015625],0.7086162567138672,0,0
459,345.0,[1138.3023826199646 1059.4019507308572 1680.171777044934 1565.94834606957],[1324.8292236328125 1367.2427978515625 1481.039794921875 1463.3017578125],0.37012192606925964,0,0
460,591.0,[2282.9826683048886 1111.6926914339824 3152.649617396899 2145.0573384092936],[2591.979736328125 1950.317626953125 2810.13525390625 2048.668701171875],0.7013299465179443,0,0
460,345.0,[1134.5692625797258 1060.488505236497 1678.589968321792 1567.5651831608811],[1321.3699951171875 1378.9798583984375 1486.6898193359375 1469.795654296875],0.5357545018196106,0,0
461,591.0,[2298.220487256121 1121.9881283954242 3167.018818185195 2145.559842332456],[2589.15673828125 1951.875 2809.93896484375 2055.885498046875],0.7134985327720642,0,0
461,345.0,[1132.9683168724227 1059.8522609029797 1678.42276502822 1568.8904290182568],[1320.932861328125 1375.5821533203125 1485.0054931640625 1467.2139892578125],0.5522900223731995,0,0
462,591.0,[2288.3468429826203 1122.7798311530917 3168.2347275851494 2145.9423411300063],[2592.329833984375 1963.042236328125 2807.537353515625 2066.482177734375],0.7305723428726196,0,0
462,345.0,[1130.0370342159204 1060.6863602943458 1675.9125314401572 1571.9700568176677],[1317.8826904296875 1378.2099609375 1476.644287109375 1465.0372314453125],0.578281044960022,0,0
463,591.0,[2280.329006815057 1132.3107171229562 3168.4791099267663 2149.8533495939855],[2590.031494140625 1974.23583984375 2810.935791015625 2077.134521484375],0.7143415212631226,0,0
463,345.0,[1127.0110368222008 1064.6866413998353 1668.4146528336332 1574.841291479275],[1315.5059814453125 1385.202880859375 1475.12451171875 1468.231689453125],0.48910969495773315,0,0
464,345.0,[1131.1676882421093 1065.2812554409506 1672.4556568225266 1576.835921726149],[1315.986083984375 1384.0888671875 1472.4189453125 1468.6451416015625],0.48340052366256714,0,0
465,598.0,[2263.8629283000805 1146.2038575645993 3147.9276261800446 2140.081124629424],[2589.254150390625 1992.437255859375 2811.554443359375 2091.172119140625],0.700604259967804,GL65USJ,0.511663607256394
465,345.0,[1131.169526186608 1068.8691041484756 1673.6081658134672 1581.4815391698528],[1308.980224609375 1382.3662109375 1476.47900390625 1471.9688720703125],0.616767168045044,0,0
466,598.0,[2257.964862673795 1145.222835492466 3153.698206894153 2143.676081378446],[2591.983154296875 2001.2069091796875 2816.203857421875 2097.91796875],0.7215656638145447,0,0
466,345.0,[1130.648763896738 1072.0524442437259 1675.3591710401245 1585.6845795554877],[1305.3306884765625 1388.38525390625 1475.548828125 1473.1153564453125],0.5754455924034119,AK64DME,0.27129842174770047
467,598.0,[2257.228038294623 1146.1854702936794 3153.0639197995597 2144.742156760236],[2591.01220703125 2005.2760009765625 2813.728271484375 2104.59130859375],0.7378113269805908,0,0
467,345.0,[1125.7986611759038 1075.5822168505076 1668.4298143685733 1586.3290908553643],[1317.112548828125 1399.572509765625 1477.0723876953125 1474.376220703125],0.43129533529281616,0,0
468,345.0,[1124.4344727346154 1075.5624993347578 1671.72292469731 1589.3174467623435],[1305.10205078125 1395.310302734375 1473.2764892578125 1478.3323974609375],0.4896974265575409,IK64OMY,0.18116294909197997
469,345.0,[1119.7607990434565 1077.7581016276943 1673.6742181781667 1593.0332938778936],[1310.3807373046875 1393.7003173828125 1467.73828125 1486.2388916015625],0.6037108898162842,AK64OMY,0.3556713236998524
470,608.0,[2238.1393074039333 1157.6923681108976 3169.724448719652 2147.807510115766],[2596.36962890625 2035.8929443359375 2819.33544921875 2132.85888671875],0.7164232730865479,0,0
470,345.0,[1116.3837181653175 1078.4974810661943 1674.442314437315 1595.1864206867617],[1304.341552734375 1394.6090087890625 1465.3814697265625 1484.9432373046875],0.6071513891220093,AK54OMV,0.36399795255188283
471,608.0,[2226.821633635826 1167.920140035794 3151.231794387459 2146.6214757145017],[2600.60400390625 2044.877197265625 2818.422607421875 2143.17041015625],0.7192320823669434,0,0
471,345.0,[1108.1273162608627 1082.3686604447564 1670.5000495365994 1599.1329090960132],[1303.0986328125 1403.293701171875 1452.7314453125 1483.391357421875],0.49650824069976807,AK64DMY,0.3521727731331504
472,345.0,[1096.4616498338853 1086.6409906744088 1660.7143968726493 1604.4045590376054],[1294.9229736328125 1400.6990966796875 1458.1981201171875 1493.733154296875],0.6222169995307922,LK64DMV,0.18906196481298138
473,345.0,[1094.502783747008 1090.4029783219692 1657.3344990878286 1608.7283133193125],[1304.34814453125 1405.45654296875 1460.2127685546875 1499.26611328125],0.3982727825641632,IK64DMV,0.3001804809363258
474,345.0,[1093.9529975752926 1093.2812802815492 1657.3149356526233 1612.5756597971003],[1289.232177734375 1410.2542724609375 1454.0 1499.5693359375],0.4070645868778229,0,0
474,331.0,[867.6563513172523 1466.8995562555865 1437.7300362914743 1888.8275011593373],[1049.688720703125 1751.2364501953125 1230.99755859375 1839.2530517578125],0.3254200220108032,0,0
475,345.0,[1093.106434168718 1095.8100347182863 1655.5022116187124 1616.0621544836672],[1299.4915771484375 1420.1800537109375 1454.9674072265625 1507.1551513671875],0.5421655178070068,AK64OMV,0.18345319850210912
476,345.0,[1092.7516978511699 1096.9654121844442 1654.0601040601541 1618.3292453516633],[1291.329833984375 1415.360595703125 1449.70654296875 1507.59375],0.5329169034957886,AK64OMV,0.4752681689828296
477,345.0,[1093.33297591568 1104.8944005257006 1651.1382489178595 1624.8902818874888],[1289.540283203125 1423.3726806640625 1452.40234375 1514.1673583984375],0.5547195076942444,0,0
478,345.0,[1095.5206896312038 1107.8063563538526 1653.3492606307323 1630.1033625373539],[1291.859375 1434.3740234375 1450.9322509765625 1511.0040283203125],0.4300283193588257,0,0
479,345.0,[1095.6423296488406 1112.6091880602435 1653.7562487073142 1635.0839906507522],[1288.2679443359375 1432.0101318359375 1444.0203857421875 1510.232421875],0.4864311218261719,AK64DMV,0.470704345152761
480,345.0,[1093.8971562814104 1116.8241445186884 1652.9075020715463 1641.6425958873185],[1292.024169921875 1434.632080078125 1443.7032470703125 1516.6241455078125],0.5707039833068848,AK64DMV,0.38354346359688746
481,345.0,[1087.049530867543 1117.1542771871282 1649.0234819379646 1643.97740711598],[1274.092529296875 1437.4970703125 1446.5 1522.2554931640625],0.6090593338012695,0,0
482,345.0,[1084.0605640543909 1118.4038799992977 1646.9158696218233 1646.3850396222647],[1275.479736328125 1445.728759765625 1443.9825439453125 1522.7242431640625],0.5518137812614441,0,0
483,345.0,[1083.3548442198908 1120.621556038312 1649.481726859878 1649.3819178907638],[1283.3609619140625 1443.8712158203125 1440.009521484375 1524.0780029296875],0.5719285607337952,AK64DMV,0.3337945818097816
484,345.0,[1082.6258954512941 1124.6441699885472 1650.7674128948483 1653.3262681322885],[1275.4227294921875 1442.0845947265625 1441.1749267578125 1529.825439453125],0.6046807765960693,AN64DMV,0.34188503960510497
485,345.0,[1081.3221106896347 1128.2330649765954 1651.975497335455 1656.8029084710215],[1258.0963134765625 1441.875 1430.991455078125 1529.29833984375],0.6157781481742859,AN64DMV,0.5381740546643884
486,345.0,[1078.4573619635687 1129.7836405257767 1651.297503790798 1660.3474370037366],[1256.1339111328125 1447.0399169921875 1429.746826171875 1532.6748046875],0.601914644241333,AK66JMV,0.342889454049936
487,345.0,[1073.183408487726 1135.2923919735272 1649.1165630433807 1665.6350219267279],[1246.7637939453125 1448.514404296875 1435.88720703125 1544.1708984375],0.5724434852600098,AK64DMV,0.43182276978636264
487,331.0,[836.142526815351 1524.5093336137356 1426.2691537661437 1964.0989251862711],[1027.68603515625 1832.3565673828125 1219.9112548828125 1916.3507080078125],0.3465416133403778,0,0
488,345.0,[1071.7074681177942 1138.9099295715869 1650.0505206401363 1668.0296275332998],[1247.1475830078125 1449.6427001953125 1431.8460693359375 1546.3736572265625],0.6262236833572388,AK64DMV,0.6373834975198012
489,345.0,[1069.6905361398594 1141.0050292142132 1651.2355758351364 1669.9488579111853],[1245.0140380859375 1459.1351318359375 1428.7244873046875 1549.08984375],0.5399162769317627,0,0
489,331.0,[832.9813089157904 1536.6529193532183 1425.4708916384136 1978.698808552735],[1019.8320922851562 1843.27587890625 1223.4708251953125 1941.3662109375],0.516670286655426,0,0
490,345.0,[1066.3676994007528 1144.9735450996122 1649.8459460314366 1673.639909580052],[1254.5797119140625 1469.5675048828125 1431.908203125 1558.3560791015625],0.523733913898468,0,0
490,331.0,[830.6183649318023 1542.12183928516 1425.216110933804 1987.175437736522],[1013.9609985351562 1846.5955810546875 1219.9739990234375 1946.6630859375],0.4194868505001068,0,0
491,345.0,[1064.4021283599784 1148.145030526282 1648.5253711951598 1675.876482035118],[1251.5823974609375 1469.5726318359375 1429.0614013671875 1557.42041015625],0.5206221342086792,0,0
491,331.0,[828.8281937774046 1544.0110961485373 1425.1325756066976 1992.1947404750092],[1010.1573486328125 1854.751953125 1218.064453125 1952.491455078125],0.49771758913993835,0,0
492,345.0,[1061.6224037488541 1151.2216900814196 1645.4515386042376 1682.048088187063],[1240.072021484375 1473.7540283203125 1426.3023681640625 1559.2496337890625],0.5439398884773254,AM64DMV,0.26594590013098873
492,331.0,[826.6058545804542 1550.959451614336 1425.6945780362196 2001.1930307921912],[1015.002685546875 1859.9329833984375 1206.6463623046875 1954.2139892578125],0.4824618101119995,0,0
